"county","cz","czname"
6079,38200,"Santa Barbara"
50011,20200,"Burlington"
50021,20200,"Burlington"
50015,20200,"Burlington"
50013,20200,"Burlington"
50007,20200,"Burlington"
50001,20200,"Burlington"
28149,3203,"Vicksburg"
28021,3203,"Vicksburg"
28063,3203,"Vicksburg"
22065,3203,"Vicksburg"
6031,37200,"Fresno"
6019,37200,"Fresno"
6039,37200,"Fresno"
6107,37200,"Fresno"
30053,34502,"Libby"
28003,5100,"Corinth"
28117,5100,"Corinth"
47071,5100,"Corinth"
28141,5100,"Corinth"
47109,5100,"Corinth"
53031,39303,"Port Angeles"
53009,39303,"Port Angeles"
18161,12600,"Wayne"
18177,12600,"Wayne"
18041,12600,"Wayne"
55095,21102,"Amery"
55013,21102,"Amery"
28163,3002,"Yazoo City"
28053,3002,"Yazoo City"
27153,26902,"Little Falls"
27159,26902,"Little Falls"
27097,26902,"Little Falls"
5027,4001,"Magnolia"
5073,4001,"Magnolia"
55111,23100,"Madison"
55025,23100,"Madison"
55077,23100,"Madison"
55103,23100,"Madison"
55049,23100,"Madison"
55021,23100,"Madison"
56003,34301,"Cody"
56029,34301,"Cody"
28017,5000,"Tupelo"
28095,5000,"Tupelo"
28115,5000,"Tupelo"
28013,5000,"Tupelo"
28081,5000,"Tupelo"
28057,5000,"Tupelo"
23003,20003,"Presque Isle"
39125,13502,"Defiance"
39039,13502,"Defiance"
39171,13502,"Defiance"
8067,35300,"Farmington"
8111,35300,"Farmington"
8007,35300,"Farmington"
35045,35300,"Farmington"
26013,21002,"Houghton"
26083,21002,"Houghton"
26061,21002,"Houghton"
8027,28401,"Colorado Springs"
8043,28401,"Colorado Springs"
8041,28401,"Colorado Springs"
8119,28401,"Colorado Springs"
54029,15500,"Steubenville"
39081,15500,"Steubenville"
54009,15500,"Steubenville"
47135,4903,"Lexington"
47077,4903,"Lexington"
47039,4903,"Lexington"
35015,30701,"Roswell"
35005,30701,"Roswell"
30051,34201,"Havre"
30005,34201,"Havre"
30041,34201,"Havre"
37013,2100,"Washington"
37187,2100,"Washington"
37177,2100,"Washington"
37095,2100,"Washington"
37117,2100,"Washington"
37055,2100,"Washington"
48177,31103,"Gonzales"
46067,27008,"Parkston"
46043,27008,"Parkston"
46023,27008,"Parkston"
18143,14300,"Columbus"
18005,14300,"Columbus"
18079,14300,"Columbus"
18071,14300,"Columbus"
20073,29303,"Winfield"
20035,29303,"Winfield"
20049,29303,"Winfield"
20019,29303,"Winfield"
51051,11203,"Big Stone Gap"
51720,11203,"Big Stone Gap"
51195,11203,"Big Stone Gap"
51105,11203,"Big Stone Gap"
48111,31007,"Dumas"
48341,31007,"Dumas"
48205,31007,"Dumas"
48019,31301,"San Antonio"
48311,31301,"San Antonio"
48029,31301,"San Antonio"
48091,31301,"San Antonio"
48259,31301,"San Antonio"
48325,31301,"San Antonio"
48187,31301,"San Antonio"
48297,31301,"San Antonio"
48013,31301,"San Antonio"
48493,31301,"San Antonio"
40055,33602,"Altus"
40057,33602,"Altus"
40075,33602,"Altus"
40065,33602,"Altus"
20161,29203,"Manhattan"
20149,29203,"Manhattan"
20061,29203,"Manhattan"
20027,29203,"Manhattan"
20127,29203,"Manhattan"
20041,29203,"Manhattan"
37109,800,"Gastonia"
37045,800,"Gastonia"
37161,800,"Gastonia"
37071,800,"Gastonia"
13119,9302,"Toccoa"
13147,9302,"Toccoa"
13257,9302,"Toccoa"
13105,9302,"Toccoa"
32033,37601,"Elko"
32011,37601,"Elko"
32007,37601,"Elko"
32015,37601,"Elko"
46123,27004,"Winner"
46053,27004,"Winner"
13061,10301,"Eufaula"
13037,10301,"Eufaula"
13099,10301,"Eufaula"
1005,10301,"Eufaula"
13243,10301,"Eufaula"
13239,10301,"Eufaula"
30061,34504,"Missoula"
30081,34504,"Missoula"
30063,34504,"Missoula"
27065,21502,"Pine City"
27115,21502,"Pine City"
20033,29002,"Coldwater"
21055,25200,"Henderson"
21101,25200,"Henderson"
21107,25200,"Henderson"
21225,25200,"Henderson"
21143,25200,"Henderson"
21033,25200,"Henderson"
21233,25200,"Henderson"
30109,26409,"Glendive"
30021,26409,"Glendive"
38033,26409,"Glendive"
17147,23500,"Decatur"
17115,23500,"Decatur"
17053,23500,"Decatur"
17041,23500,"Decatur"
17173,23500,"Decatur"
17139,23500,"Decatur"
17019,23500,"Decatur"
38061,26411,"Sidney"
30083,26411,"Sidney"
38053,26411,"Sidney"
25007,20403,"Oak Bluffs"
51540,17600,"Charlottesville"
51029,17600,"Charlottesville"
51137,17600,"Charlottesville"
51079,17600,"Charlottesville"
51113,17600,"Charlottesville"
51003,17600,"Charlottesville"
51065,17600,"Charlottesville"
51109,17600,"Charlottesville"
51047,17600,"Charlottesville"
48011,30903,"Amarillo"
48359,30903,"Amarillo"
48381,30903,"Amarillo"
48375,30903,"Amarillo"
48117,30903,"Amarillo"
5085,4200,"Little Rock"
5105,4200,"Little Rock"
5045,4200,"Little Rock"
5029,4200,"Little Rock"
5119,4200,"Little Rock"
5053,4200,"Little Rock"
5125,4200,"Little Rock"
30087,34307,"Colstrip"
30075,34307,"Colstrip"
30103,34307,"Colstrip"
13279,9001,"Vidalia"
13283,9001,"Vidalia"
13091,9001,"Vidalia"
13309,9001,"Vidalia"
13001,9001,"Vidalia"
13161,9001,"Vidalia"
13209,9001,"Vidalia"
13271,9001,"Vidalia"
51735,2500,"Newport News"
51095,2500,"Newport News"
51181,2500,"Newport News"
51119,2500,"Newport News"
51073,2500,"Newport News"
51093,2500,"Newport News"
51620,2500,"Newport News"
51700,2500,"Newport News"
51830,2500,"Newport News"
51115,2500,"Newport News"
51175,2500,"Newport News"
51199,2500,"Newport News"
51650,2500,"Newport News"
12037,10000,"Panama City"
12005,10000,"Panama City"
12045,10000,"Panama City"
51089,402,"Martinsville"
51141,402,"Martinsville"
51690,402,"Martinsville"
35011,30702,"Santa Rosa"
35019,30702,"Santa Rosa"
25025,20500,"Boston"
25001,20500,"Boston"
25027,20500,"Boston"
25017,20500,"Boston"
25009,20500,"Boston"
25021,20500,"Boston"
25023,20500,"Boston"
2180,34106,"Nome"
46121,27605,"Mission"
46095,27605,"Mission"
41001,39201,"La Grande"
41061,39201,"La Grande"
20063,28604,"Colby"
20109,28604,"Colby"
20193,28604,"Colby"
20179,28604,"Colby"
17129,24802,"Springfield"
17167,24802,"Springfield"
17107,24802,"Springfield"
17021,24802,"Springfield"
36111,19300,"Poughkeepsie"
36027,19300,"Poughkeepsie"
36105,19300,"Poughkeepsie"
36071,19300,"Poughkeepsie"
35035,30602,"Alamogordo"
35027,30602,"Alamogordo"
13193,9702,"Americus"
13261,9702,"Americus"
13197,9702,"Americus"
13307,9702,"Americus"
13259,9702,"Americus"
13249,9702,"Americus"
26007,12401,"Alpena"
26001,12401,"Alpena"
26141,12401,"Alpena"
26069,12401,"Alpena"
39003,13400,"Lima"
39161,13400,"Lima"
39011,13400,"Lima"
39137,13400,"Lima"
39107,13400,"Lima"
36003,18201,"Olean"
42083,18201,"Olean"
36009,18201,"Olean"
42105,18201,"Olean"
26037,11700,"Lansing"
26065,11700,"Lansing"
26045,11700,"Lansing"
27089,26703,"Thief River Falls"
27113,26703,"Thief River Falls"
27125,26703,"Thief River Falls"
42043,19200,"Harrisburg"
42099,19200,"Harrisburg"
42133,19200,"Harrisburg"
42067,19200,"Harrisburg"
42087,19200,"Harrisburg"
42001,19200,"Harrisburg"
42041,19200,"Harrisburg"
31105,27702,"Cheyenne"
56021,27702,"Cheyenne"
31033,27702,"Cheyenne"
8015,28701,"Salida"
47017,5800,"Dickson"
47085,5800,"Dickson"
47079,5800,"Dickson"
47043,5800,"Dickson"
47005,5800,"Dickson"
2290,34115,"Fairbanks"
2068,34115,"Fairbanks"
2240,34115,"Fairbanks"
2090,34115,"Fairbanks"
29043,29700,"Springfield"
29067,29700,"Springfield"
29225,29700,"Springfield"
29105,29700,"Springfield"
29059,29700,"Springfield"
29085,29700,"Springfield"
29167,29700,"Springfield"
29229,29700,"Springfield"
29077,29700,"Springfield"
5113,34002,"Idabel"
5133,34002,"Idabel"
40089,34002,"Idabel"
40127,34002,"Idabel"
40023,34002,"Idabel"
19121,27501,"Des Moines"
19181,27501,"Des Moines"
19001,27501,"Des Moines"
19049,27501,"Des Moines"
19169,27501,"Des Moines"
19153,27501,"Des Moines"
19015,27501,"Des Moines"
19077,27501,"Des Moines"
48087,30905,"Wellington"
48483,30905,"Wellington"
40003,30502,"Enid"
40151,30502,"Enid"
40011,30502,"Enid"
40093,30502,"Enid"
40043,30502,"Enid"
40053,30502,"Enid"
40047,30502,"Enid"
49027,36000,"Provo"
49049,36000,"Provo"
49023,36000,"Provo"
39043,15100,"Lorain"
39093,15100,"Lorain"
39077,15100,"Lorain"
30025,26402,"Baker"
24047,19901,"Dover"
10005,19901,"Dover"
24045,19901,"Dover"
24039,19901,"Dover"
10001,19901,"Dover"
19021,27401,"Storm Lake"
19161,27401,"Storm Lake"
19035,27401,"Storm Lake"
19093,27401,"Storm Lake"
49019,35903,"Moab"
13111,6501,"Ellijay"
13123,6501,"Ellijay"
41011,36902,"Roseburg"
41019,36902,"Roseburg"
12127,7500,"Deltona"
12035,7500,"Deltona"
12107,7500,"Deltona"
32003,37901,"Las Vegas"
32023,37901,"Las Vegas"
4015,37901,"Las Vegas"
32017,37901,"Las Vegas"
32009,37901,"Las Vegas"
39169,15000,"Canton"
39067,15000,"Canton"
39151,15000,"Canton"
39157,15000,"Canton"
39075,15000,"Canton"
39019,15000,"Canton"
39031,15000,"Canton"
37193,601,"North Wilkesboro"
37009,601,"North Wilkesboro"
31069,28303,"Oshkosh"
47027,5402,"Glasgow"
21171,5402,"Glasgow"
21099,5402,"Glasgow"
21057,5402,"Glasgow"
21009,5402,"Glasgow"
21169,5402,"Glasgow"
37195,1600,"Wilson"
37065,1600,"Wilson"
37127,1600,"Wilson"
16067,35702,"Burley"
16031,35702,"Burley"
47065,6401,"Chattanooga"
47115,6401,"Chattanooga"
47061,6401,"Chattanooga"
47153,6401,"Chattanooga"
13047,6401,"Chattanooga"
13295,6401,"Chattanooga"
13083,6401,"Chattanooga"
18169,13800,"Wayne"
18049,13800,"Wayne"
18085,13800,"Wayne"
6097,37700,"Santa Rosa"
6045,37700,"Santa Rosa"
6033,37700,"Santa Rosa"
54079,16901,"Charleston"
54005,16901,"Charleston"
54015,16901,"Charleston"
54045,16901,"Charleston"
54043,16901,"Charleston"
54039,16901,"Charleston"
56009,34603,"Casper"
56025,34603,"Casper"
31131,28102,"Nebraska City"
31127,28102,"Nebraska City"
31097,28102,"Nebraska City"
